,username,location,text,hashtags,tweet_date
3251,Sabyasachi Das,Bharuch,"@j1407b_ilo @pranitasubhash Peaceful libbie hiding under garb of Hindu spotted!! Y not club her tweet with global warming and climate change as well!😂 
Go and read up on the repealed farm laws first. But wait, if blind outrage was the plan from the get go, then it really doesn't matter, eh, true hindu?😂😂",[],2021-11-30 07:23:59
3252,Kent,"Melbourne, Victoria","@JYoungTheGenius @cynicalAZfan Branding matters though.
Its why you still have climate change deniers referring to Global Warming.

I'd you wanted to reform the police, say that. Don't use hyperbole to drive your narrative.",[],2021-11-30 07:04:19
3253,Greta Thunberg News,The Planet,"Researchers are asking Oregonians to take photos to help document sea-level rise during king tide event
https://t.co/UCm1c2BsGg",[],2021-11-30 07:01:02
3254,Sam Gatige Gathari,"Thiba, Kenya",@Goldwind_Global This is very encouraging and a milestone in stopping global warming and climate change by ebracing and investing in renewable energy projects around the globe..#saveplanetearth,"[{'text': 'saveplanetearth', 'indices': [177, 193]}]",2021-11-30 06:43:59
3255,Victoria FloorLamp,,"@demonscythsynth So I guess that's code 4 'jews plan 2 set off nuke &amp; use it as excuse for more $cams?  Like the fake alien invasion stuff, if the corona hoax doesn't pan out, like the whole 'global warming' then 'climate change' then 'extreme weather' &amp; now 'climate justice' thing doesn't stick.",[],2021-11-30 05:34:28
3256,🌍🌹✊🏿 ArachnidSoul 🎮🌿🍄,Citizen of the World,"Facts. We can't address #ClimateChange if we don't address one of the major causes of global warming. Animal agriculture, &amp; the lack of information being given to the public about how it effects climate change. Either we're in or not. We're behind the clock at this point. #Earth https://t.co/oM5gxLTK1h","[{'text': 'ClimateChange', 'indices': [24, 38]}, {'text': 'Earth', 'indices': [277, 283]}]",2021-11-30 05:22:16
3257,Pakistan Institute of Corporate Governance,Karachi,"A gap remains between the ambition the world demonstrated and the actions we need to take to avoid chaos by limiting the Earth’s temperature increase to 1.5 degrees Celsius above pre-industrial levels. 

https://t.co/2k3BUhwLbO 

#ClimateChange #COP26 #ESG #WallStreet","[{'text': 'ClimateChange', 'indices': [230, 244]}, {'text': 'COP26', 'indices': [245, 251]}, {'text': 'ESG', 'indices': [252, 256]}, {'text': 'WallStreet', 'indices': [257, 268]}]",2021-11-30 04:59:33
3258,Plague Doctor,"Earth I think, hard to tell...","When the weather is hot ""global warming did it."" When the weather isn't hot ""climate change is unpredictable.""

Sound familiar?

When something good happens ""god did it."" When something good doesnt happen ""god moves in mysterious ways.""

It's a religion.",[],2021-11-30 04:56:17
3259,Walter Freeman,"Syracuse, NY","Discovered while doing research for my climate change lecture tomorrow that the earliest suggestion that CO2 could contribute to global warming likely came from Eunice Foote (1856), an American botanist and one of the leaders of the Seneca Falls Convention on women's rights.(1/n)",[],2021-11-30 04:44:52
3260,Hartley B Singer #VotePPC,Earth,"OFF-TOPIC // 
Atmospheric Rivers (AR)s for hundreds of years, of which SCIENCE has been collecting data for past 40 years .. since .. Global warming aka Climate Change. 

Good thing #TrudeauWorstPMever is on it with more committees 

Be safe B.C. 

https://t.co/K5ZB2nfU1R","[{'text': 'TrudeauWorstPMever', 'indices': [182, 201]}]",2021-11-30 04:39:09
3261,Rein Club | Whitelist open!,The North Pole,"Hello! We are a deflationary #NFT collection of 3,333 Reindeer living on the #Solana blockchain. 2% of royalties will go towards “Climate Change”. This wallet will cause “global warming” to occur which destroys the reindeers home at the North Pole, burning the 🦌 in the process.","[{'text': 'NFT', 'indices': [29, 33]}, {'text': 'Solana', 'indices': [77, 84]}]",2021-11-30 03:59:58
3262,Pete,,@Mike8Wallace The proponents of global warming/climate change have been cherry picking data from the get go. They pick and choose their start and end dates. If you expand their charts forward or backwards their argument falls apart. Unfortunately most the 🌎 are 🐑 so they are beleivers.,[],2021-11-30 03:36:44
3263,Dark Matter Zine: 😷 💉 💉,Ngunnawal Country Aka Canberra,"@danilic In the last week they’ve written to premiers telling premiers they’re not allowed to belong to “Under 2”, a global coalition of govts etc striving to keep global warming to under 2º. Morrison seems to be doing his best to prevent climate change action. #auspol","[{'text': 'auspol', 'indices': [262, 269]}]",2021-11-30 03:10:28
3264,Tony,Australia,"@chasbarter worlds biggest con is Global Warming,Climate Change, zero emissions",[],2021-11-30 02:44:01
3265,International Allies,,"#Peru Mining is a widely recognized form of pollution that is greatly adding to climate change and global warming. #Mining was discussed at the climate summit in November as global leaders recognize its dangers to the environment. @OneGreenPlanet 
https://t.co/zFotJQ14pn","[{'text': 'Peru', 'indices': [0, 5]}, {'text': 'Mining', 'indices': [115, 122]}]",2021-11-30 02:43:22
3266,Lincoln Ball,,"@LodgieFromLanza @Infosys @economistimpact They changed global freeze to global warming and then finally to ""climate change"" so that it would suit any BS agenda they come up with.",[],2021-11-30 02:05:39
3267,NOAAandNASAareRight,,"@JunkScience How did Milloy 'miss' the obvious trends in Greenland's melting ice cap, due to Global Warming?  Wilfull ignorance?  

https://t.co/mwunDeOLcS

https://t.co/3hhVNqMftL

https://t.co/Lwt3AJDqDv",[],2021-11-30 02:03:39
3268,A x,Neverland ,"‘And I hate climate change, global warming’ we’ve heard oooo",[],2021-11-30 02:01:55
3269,Tom ⚡️TCB⚡️GOP 45,"Florida, USA",@Admone7 Since the 1970’s Climate Czars have ended the world about 8 times. First it was the coming ice age. The it changed to Global Warming.  That also was a problem so it was changed to just plain climate change. https://t.co/Gat3U5NMHF,[],2021-11-30 02:01:32
3270,Fair Observer,"Mountain View, CA, USA","COP26, more than previous summits, has heightened the awareness of participating countries of the severity of climate change and its impact.
@ArekSinanian https://t.co/2fb8roNbti",[],2021-11-30 02:00:01
3271,I Ride My Own White Horse,USA,"@dwallacewells Plus just producing plastic contributes to global warming in many ways, starting with mining the fossil fuel used to make them, followed by the manufacturing process and finally the gas emissions as it breaks down (recycled or not). https://t.co/T4vMBXoGsG",[],2021-11-30 01:59:28
3272,Learning,Global,Modi should take a tip or 2 from him before sharing the Global stage with likes of Greasy Thunderbug on climate change and global warming…🤨 https://t.co/xRZvqF4f1t,[],2021-11-30 01:59:08
3273,Vikash Khokhar,"Baghpat,  U P ,India",#MSP_लाओ_किसान_बचाओ. M s p law  will empower kisan to protect himself  from debt nd stress . They would be able to lead a dignfied life....diversfication of crops to meet the challange of climate change nd global  warming would be tackled effectivlly https://t.co/zDVnqKMJNG,"[{'text': 'MSP_लाओ_किसान_बचाओ', 'indices': [0, 19]}]",2021-11-30 01:46:43
3274,Monica Carrera,USA,"@sfchronicle I though Is climate change not global warming anymore, up until it is call ice age  again as per  the “natural”cycles of earth and it has been the same  for millions of years . Man has nothing to do with neither of those.",[],2021-11-30 01:39:26
3275,sami,,@diatomdao  A new DAO that is fighting global warming and climate change. We need to save the whales and the turrels if possible. Helping the oxygen production from the plants in the sea. #diatomdao,"[{'text': 'diatomdao', 'indices': [188, 198]}]",2021-11-30 01:39:20
3276,Bradly Sewell Jr.,"Redding,California",@BreakingNews_RS It happen in the past and please stop talking about this global warming climate change it a hoax,[],2021-11-30 01:37:32
3277,"Tom Gillispie, LET'S KEEP NATURE LOOKING NATURAL","Rural Hall, North Carolina, USA","#climate #change Links to CLIMATE CHANGE IN 2021 #CO2 #global #warming #preserve_nature
https://t.co/wuF0qKDlgz https://t.co/mHyjT5YSBn","[{'text': 'climate', 'indices': [0, 8]}, {'text': 'change', 'indices': [9, 16]}, {'text': 'CO2', 'indices': [49, 53]}, {'text': 'global', 'indices': [54, 61]}, {'text': 'warming', 'indices': [62, 70]}, {'text': 'preserve_nature', 'indices': [71, 87]}]",2021-11-30 01:21:09
3278,Nataly Minkina,"Boston, MA","@BurdLarryes @tribelaw @RepAdamSchiff Look at what is happening with pandemic, specifically vaccination, and climate change as far as taking real steps to stop further emission of CO2 &amp; other gases causing global warming. To solve global problems we need cooperation of all humans, but as we see it is not possible.",[],2021-11-30 01:18:50
3279,Kate Hack Vaxed AZ Bro 👍,"Canberra, AUSTRALIA ","Climate Change deniers often point to extreme ""cold winters"" in USA as proof Earth isn't warming.
FALSE. A Polar Vortex Collapse forces polar air south. Collapse caused by warm air pushing down from stratosphere on the poles.
#ClimateCrisis #ClimateAction 
https://t.co/VhpOuMytjt","[{'text': 'ClimateCrisis', 'indices': [226, 240]}, {'text': 'ClimateAction', 'indices': [241, 255]}]",2021-11-30 01:18:25
3280,Joe,,"@CBCNews When weather suits narrative = climate change
When weather does not suit narrative = weather

Global warming &gt; climate change &gt; climate crisis.

Language porn",[],2021-11-30 01:13:43
3281,Jeff Norman,Canada,"@FChecker76 @eric_flesch @EarthKeeper22 @insane_voice @DawnTJ90 @GeraldKutney Why the AGU Statement on Climate Change is meaningless.

https://t.co/78XWmQAO58",[],2021-11-30 01:04:28
3282,Jessica DeFino,,"This headline &amp; subhead make me want to scream. We have to stop asking how climate change affects beauty products and start asking how beauty products affect climate change. 

https://t.co/MAjSxKpDCD",[],2021-11-30 00:53:08
3283,KayJanes,,Researchers are asking Oregonians to take photos to help document sea-level rise during king tide event https://t.co/pt24AL3zy3,[],2021-11-30 00:34:43
3284,Edu_novamente,,@WorthW0rds @PierreKory The “global warming” has became “climate change”! 🤣🤣 ridiculous,[],2021-11-30 00:14:29
3285,ima-cnt,"Ulster, Kyiv, Brno, ",@CandyMan1867 It's that effin global warming climate change greenhouse gas coming from world leaders mouths,[],2021-11-30 00:08:17
3286,Jacek Debiec,ἦθος,"""A quarter of American kids surveyed..rejected the idea that global warming was.. emergency.. Many US children don’t believe in human-caused global warming, in part because of how climate change is being taught in American classrooms."" #ClimateEducation
https://t.co/4LFU0asf3d","[{'text': 'ClimateEducation', 'indices': [236, 253]}]",2021-11-30 00:04:47
3287,David Limbaugh,,"@liesarentfacts @Acyn 2011

https://t.co/0mfEroYkuT

""Estimation of Climate-Change Impacts on the Urban Heat Load Using an Urban Climate Model and Regional Climate Projections""

2008

https://t.co/waMr5HwQ1a

""Hurricanes and Global Warming: Results from Downscaling IPCC AR4 Simulations""",[],2021-11-30 00:00:01
3288,David Limbaugh,,"@liesarentfacts @Acyn ""So please don’t ask me to follow the science.  10 years ago science didn’t think climate change was real.""

Huh?

2009

https://t.co/pUsCnxt4wk

""Scientists Agree Human-induced Global Warming Is Real, Survey Says""",[],2021-11-29 23:53:25
3289,Rebel Scum (he/him),A place that's on fire.,"@CoachDye42 cJ EWE:  Editorial: Wealthy countries are responsible for climate change, but it’s the poor who will suffer most. https://t.co/MoIyGbopwS",[],2021-11-29 23:46:46
3290,The Shovel,,"With bushfires becoming more intense, sea levels rising and arable land decreasing the PM has finally taken action on global warming by giving schools the right to fire gay teachers. 
https://t.co/EVmBXSzrUJ",[],2021-11-29 23:45:25
3291,Mike Smith,Parler: @mikesmithweather,"@BianchiWeather .This is 1934, 24 years before climate scientists tell us global warming began. Is there any doubt that if this happened today it would be blamed on global warming? Extremes occur w/o climate change.

In fact the dry weather in our region is due, in part, to a cold Atlantic. https://t.co/m88JsBPWO2",[],2021-11-29 23:40:22
3292,KC Patriot,,"@ebyrdstarr So then riddle me this why are we buying oil from foreign countries and begging them to produce more? 

There is no need because we have our own. It’s the Green Agenda for the hoax Ice Age errr Global warming errr climate change",[],2021-11-29 23:34:58
3293,Kailan Pitre,"Houston, TX",Climate change global warming seriously what’s it gone be called in the next 4 years,[],2021-11-29 23:33:18
3294,Brian Jackson,,"@CMorrisonEsq But, but, but climate change and global warming.  Can't  you feel it?",[],2021-11-29 23:29:43
