,username,location,text,hashtags,tweet_date
5412,Tehrim Nawaz,Pakistan,"A very good initiative by @pkBritish
Spreading awareness regarding Global warming and climate change.
We need this planet🌎
#OurPlanetOurFuture","[{'text': 'OurPlanetOurFuture', 'indices': [123, 142]}]",2021-11-29 07:09:22
5413,KobyOwby,London,"@PeterSweden7 It is quite clear by the numerous tweets on this topic you have sent that you don't understand this topic at all. Please, let me help... https://t.co/jo05ezNP4r",[],2021-11-29 07:06:32
5414,Patrick Hewitt,,"@PeterSweden7 They will blame climate change for sure.  That was the reason for the brand change from 'Global Warming' to 'Climate Change', a non-refutable tautology.💯",[],2021-11-29 07:03:22
5415,Climate Systems Hub,,"Climate models help us understand how our climate is changing. 

But what would happen if emissions stabilised?

https://t.co/loGg2vq0XS",[],2021-11-29 06:14:57
5416,Hootyman,,@JVR926 @DocWashburn Global Warming and its recent variant Climate Change,[],2021-11-29 06:00:45
5417,Jason Charles Button,,@Joseph79191802 @Travistritt It already is happening. The Chairman of the Joints Chiefs released a paper in 2019 saying that the U.S. military could collapse because of climate change. And the reason they changed from global warming is because it affects areas of the globe differently.,[],2021-11-29 05:40:27
5418,claire (she/her),,“i don’t like climate change i want it to snow. i’m going to lose this bet over global warming.” - @drew_folsom live from andy 609,[],2021-11-29 05:33:11
5419,Laurence Hunt,"Kenora, Ontario, Canada","@edgarrmcgregor Landing on the moon was a positive goal, and stopping global warming is a negative goal that leads to negative behaviours. Literally, few seem to understand this. The innovators and inventors are fixing climate change now, but all the attention is focused on ""opposing"" carbon.",[],2021-11-29 05:07:58
5420,Great USA,United States,Letters: Keep Appointing John Kerry https://t.co/6qOlYYso0U,[],2021-11-29 04:35:14
5421,P.J. Kehres,Metro Vancouver,"This is half right, since the major impacts of climate change (""global warming"") we're seeing now are largely the result of government failure https://t.co/ubOkeDGdn6",[],2021-11-29 04:25:26
5422,AU PHINGER,,"Wouldn't want to contribute to 'global warming', would you?

Or is it 'climate change', this week? https://t.co/rM04ManBdt",[],2021-11-29 04:18:29
5423,@stimmy@bitcoinhackers.org,,"@mistersplice I believe this is what they're now calling global warming er I mean climate change, and the only way to fix it is moar communism",[],2021-11-29 03:59:46
5424,Rolex Jodieres,Philippines,"@mangunonmarkets So, global warming / climate change is a misconception? Or really the change is insignificant plus or minus?",[],2021-11-29 03:58:41
5425,JDavey,Ontario,"@acoyne $170/tonne adds, what, like $90 to a flight from Toronto to London? You really think that'll deter the 1% responsible for most air travel emissions?
https://t.co/r9wp9Xaq8b",[],2021-11-29 03:56:31
5426,sobroquet,"Maui, Hawaii","@Tempora23227548 @DawnTJ90 @ejwwest @CloneDwarf @Michael71718318 @WinWithScience @25_cycle @Gordon_DHG @TheDisproof @AristotleMrs @insane_voice @thinks_about_it @Hedendom @Climatehope2 @Canadianworker2 @Barbarajdurkin @RoyPentland @TinTincognito @Robin_Hagues @JohnnyD93941059 @claude_roumain @USCriticalMess @MikeDel21893959 @Narvuntien @Michael_D_Crow @1Astroturf @gptnshl @rdqBlueRidge @Tony__Heller @JoeShaw111 @jane__eden @RieneRichard @cjtjgeol @wildweatherdan @bnasw @vic_environment @PeterWh93433247 @wilescape @Ray11959624 @FD2you @DanielA84612544 @StormSignalSA @Sir_Kaz_Cow @pckrs1 @Nodilbit @omnisophos @Robert76907841 @bomac_macbo @philamina95 @Buster88072979 string-theory is an elongated abstract confabulated speculation on what if's, not what are's- aka lacking empirical evidence. Beside's, Heisenberg renders anything unknown in its entirety. Global warming, climate change is a no-brainer.",[],2021-11-29 03:54:28
5427,Myworldsheetal,India,"Some food for thought!

Each one of us is talking about Sustainability? But how sustainable are we - how we think, eat, talk, and our actions?. We talk about Climate Change, Greening the world, Global warming, saving the planet, and trying to innovate new…https://t.co/68Zl2T2e3t",[],2021-11-29 03:37:50
5428,🗝📌大熊猫📚📝,,"""The attendees at Glasgow did not achieve the conference’s central objective: securing emission targets for 2030 that could potentially hold global warming to an increase of 1.5 degrees Celsius compared with preindustrial times""
 https://t.co/bc3Cer3A0s.",[],2021-11-29 03:02:47
5429,Martin J Healy,,"@CatherineMasie I'm going 2 go off on Global Warming/ Climate Change. Whatever they're calling it now. In the 70's it's the coming Ice Age, then Global Warming, Then Al Gore Get's rich with his Inconvenient Truth Book. None of The Shit Comes True! He is on BOD's. I'm Just ranting",[],2021-11-29 03:01:17
5430,Jamie Maloney,,"@Joseph79191802 @curtis_cliff @Travistritt Climate theorist back in the 70’s &amp; 80’s said “global freezing” claiming a ice age was coming, the 90’s and early 00’s said “global warming”, seeing though they figure they’d call now call it “climate change” because they have no idea what so ever.",[],2021-11-29 02:57:41
5431,Gilliganista!™,#ConstitutionalSweatEquity 🗽,"@dawnymock Will this be because of global warming and climate change, or will it be because of the pole shift?",[],2021-11-29 02:54:11
5432,FRONTLINE,,"Based on years of reporting, @katieworth found many U.S. children don’t believe in human-caused global warming, in part because of how climate change is being taught in American classrooms. https://t.co/LeAIi9lbMp",[],2021-11-29 02:47:00
5433,The Globe is warm,"Florida, USA","Question: What is the biggest reason you think Climate change and global warming are fake?

#ClimateCrisis #ClimateActionNow https://t.co/oJAxpKutCj","[{'text': 'ClimateCrisis', 'indices': [92, 106]}, {'text': 'ClimateActionNow', 'indices': [107, 124]}]",2021-11-29 02:36:54
5434,NOAAandNASAareRight,,"@JunkScience @SFGate Milloy is NOT a climatologist, and loves to pick climate events to 'prove' Global Warming is a 'hoax'.  He ignores science, data and trends.  Here is the real temperature trend in Canada:

https://t.co/LEcHpCPByR",[],2021-11-29 02:35:39
5435,The Post and Courier,"Charleston, SC","""I’ve been here before. I’ve heard this din at another time. I’m writing about the cacophony of opinions about global warming and climate change,"" LLewyn King writes.

https://t.co/pDMI8TrVCK",[],2021-11-29 02:31:00
5436,Mike Smith,,"@ian_urbina @NewYorker The growing waves of people are not trying to escape the calamities of climate change. There is no record of such calamities, except in the fertile minds of the followers of the quasi-religious ""anthropomorphic global warming"" beliefs. The migrants are pursuing better incomes.",[],2021-11-29 02:26:45
5437,The Globe is warm,"Florida, USA","Argument: Global warming won't affect me
Response: The effects of global warming and climate change are already occurring and while you or you're family may not feel it the generations to come will in every part of their lives. A little sympathy would not hurt.
#earthstruth","[{'text': 'earthstruth', 'indices': [262, 274]}]",2021-11-29 02:16:16
5438,Trump Genius,United States,"This is real news and the Global Warming, Climate Change people are not banning it. This can't be true. Where's Greta &amp; AlGore? Where forth art thou AlGore? Send some of that heat to the UK please. @55elkhunter @KwikPressTees 
https://t.co/IhJMakkr4I",[],2021-11-29 01:59:52
5439,James Thurber 🎩,España,"@NeilClark66 It's not global warming, it's climate change. Covers all bases.",[],2021-11-29 01:58:55
5440,Alicia Magee,,"@RandLewis1 Pelosi just bought a million dollar home in Florida a few yards from the ocean. That's proof there is no climate change, no global warming with more storms and rising sea level.",[],2021-11-29 01:31:26
5441,The Nation,,"""In this sweeping imperial transition, global warming will undoubtedly be the catalyst for a witch’s brew of change guaranteed to erode both America’s world system and its once unchallenged hegemony."" https://t.co/NXUcICBgFE",[],2021-11-29 01:30:00
5442,The Globe is warm,"Florida, USA","Greetings! As you may know, an alarming amount of Americas argues that Climate change and global warming are a hoax due to the spread of misinformation. In an effort to correct this I will discuss some of the most common arguments against global warming with the #earthstruth.","[{'text': 'earthstruth', 'indices': [263, 275]}]",2021-11-29 01:22:04
5443,Dr. Alex Delany,#DEMAND A REVOTE,"THE DEMS ARE ALWAYS MANIPLITATING PEOPLE WITH SCARE TACTICS
THEY JUST LIE AND THEIR MEDIA COVERS
*WHITE SUPREMACY 
*CONSERVATIVES ARE RACIST
*POLICE KILLING ALL BLACKS 
*GLOBAL WARMING
*CLIMATE CHANGE
*TRUMP IS A NAZI
*COMMUNISM IS GOOD
*OPEN BORDERS ARE GOOD
*INFLATION IS GOOD https://t.co/Awi2pr9esL",[],2021-11-29 01:18:41
5444,Peace Journey,Chicago. Illinois,Here's a cool climate fact—it would cost $140 billion to make the changes humanity needs to adapt to a warming world (that's less than 0.1% of global GDP!) #ActOnClimate  https://t.co/nGRn5MmIyB,"[{'text': 'ActOnClimate', 'indices': [156, 169]}]",2021-11-29 01:17:13
5445,Pete Butkovich,USA,"Wow! This blows my mind.  Just look at the existential threat to humans  from Global Warming (GW). But wait, climate activists stopped using GW when there was none for about 17 years.  Liberals were forced to rebrand their weather hoax.  The new brand name, Climate Change. Liars. https://t.co/npkSokcyxk",[],2021-11-29 01:10:51
5446,Bruce Norris Sr,"Texas, USA",Letters: Keep Appointing John Kerry https://t.co/DnTJJ1lLva,[],2021-11-29 01:02:01
5447,DisillusionedCanuck,,"@AreOhEssEyeEe @blerghhh At least I am not a climate change denying shoveller. The ecologically woke understand that global warming will melt our snow, we do not engage in the virtue signaling of clearing it away!",[],2021-11-29 00:57:21
5448,balboashaker,,@KiwiSpawn @RecksiedlerDean @CityNewsVAN Global warming climate change what is it. … Juts bad weather that nobody can stop. It use to flood in there before like 24 years ago and probably many times before that.,[],2021-11-29 00:56:23
5449,Eileene,,".@SenatorBaldwin .@SenRonJohnson 75% of your constituents think ""global warming should be taught in schools"" per the Yale Climate Opinion Map. Your constituents are serious about climate change. #ActOnClimate Support solutions in the reconciliation RT","[{'text': 'ActOnClimate', 'indices': [195, 208]}]",2021-11-29 00:52:28
5450,Marianne Krasny,,".@MarkWarner .@timkaine A staggering 80% of Virginians think ""global warming should be taught in schools"" (Yale Climate Opinion Map). Your constituents are serious about climate change. #ActOnClimate by supporting solutions in the reconciliation. #ActNow RT","[{'text': 'ActOnClimate', 'indices': [186, 199]}, {'text': 'ActNow', 'indices': [247, 254]}]",2021-11-29 00:51:33
5451,Dr. House EDM,"Los Angeles, CA","it's not ""global warming"" you fucking dunce. it's climate change, and science mostly supports that it causes more extreme weather events.

you are zooming in on a small set of data and calling it representative. how can you even call yourself a journalist with this much bias? https://t.co/lVsOd10W19",[],2021-11-29 00:50:56
5452,Terry Hughes,Australia,"Fake News: ""The #GreatBarrierReef can recover from climate change when protected"". But it isn't protected from ongoing anthropogenic heating.

Already 1.2C of global average warming has triggered 5 bouts of severe coral bleaching on 80% of the Reef. https://t.co/XOrIqsCqal https://t.co/z4Sk1hcJmF https://t.co/ElcIgoDap3","[{'text': 'GreatBarrierReef', 'indices': [16, 33]}]",2021-11-29 00:47:19
5453,獨裁依舊末日狂奔,,"@PeterSweden7 Yes. Now they changed their call because global warming is fake, so now they say climate change.",[],2021-11-29 00:44:39
5454,Priscillar with an R,"Boston, MA","Destruction of forests, global warming, climate change the list goes on https://t.co/Efnv3l2LkZ",[],2021-11-29 00:39:40
5455,Uru Mānuka Cluster,"Christchurch City, New Zealand","Science  - House Fires &amp; Fire Safety https://t.co/dmBRytOcWR How do bush fires start and how has climate change made them more common? - Bushfires are caused by natural causes such as lightning strikes, global warming or by p...",[],2021-11-29 00:39:32
5456,todd Weber,,.@SenFeinstein I'm a voter in California. Regenerative agriculture can reverse global warming with best practices in farming and ranching! Nature has the best solutions to climate change. Please incorporate regenerative principles into ALL new ag bills!,[],2021-11-29 00:39:18
5457,"Climate Reality Project: Capital Region, NY","Capital Region, NY",".@SenatorTester .@SteveDaines Folks in Montana are serious about climate change. According to the Yale Climate Opinion Map, 73% think global warming should be taught in schools. #ActOnClimate by supporting climate solutions in the reconciliation. #BuildBackBetter RT","[{'text': 'ActOnClimate', 'indices': [178, 191]}, {'text': 'BuildBackBetter', 'indices': [247, 263]}]",2021-11-29 00:39:01
